pk_woo_id,status,operation_key,operation_description,operation_type,operation_subtype,operation_order,priority_score,duration,duration_unit,confirmed_work,confirmed_work_unit,required_skill_desc,predecessor_operation_key,order_basic_start_date,order_basic_end_date,asset_status,asset_description,asset_criticality,asset_address_street,asset_address_door,asset_address_post_code,asset_address_city,asset_address_region,customer_description,is_corrective,duration_minutes,fk_assigned_technician_id,operation_scheduled_start,operation_scheduled_end
336,To do,Preventive-monthly-4,Performance and Load Testing,Preventive,monthly,4,3,"50,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",17.0,4/11/2024,8/11/2024,In service,Asset Description 4,Adequate,Rue Victor Hugo,100.0,1030.0,Brussels,Brussels,Customer 1,0,50,9,2024-11-04 14:20,2024-11-04 15:10
337,To do,Preventive-monthly-5,Documentation and Compliance Verification,Preventive,monthly,5,3,"10,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",18.0,4/11/2024,8/11/2024,In service,Asset Description 4,Adequate,Rue Victor Hugo,100.0,1030.0,Brussels,Brussels,Customer 1,0,10,9,2024-11-04 10:40,2024-11-04 10:50
338,To do,Preventive-monthly-1,Safety Systems Check,Preventive,monthly,1,3,"30,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",,4/11/2024,8/11/2024,In service,Asset Description 5,Good,Avenue de Tervueren,150.0,1150.0,Brussels,Brussels,Customer 1,0,30,9,2024-11-06 14:40,2024-11-06 15:10
339,To do,Preventive-monthly-2,Structural and Mechanical Inspection,Preventive,monthly,2,3,"30,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",15.0,4/11/2024,8/11/2024,In service,Asset Description 5,Good,Avenue de Tervueren,150.0,1150.0,Brussels,Brussels,Customer 1,0,30,9,2024-11-06 15:10,2024-11-06 15:40
340,To do,Preventive-monthly-3,Electrical and Control Systems Examination,Preventive,monthly,3,3,"30,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",16.0,4/11/2024,8/11/2024,In service,Asset Description 5,Good,Avenue de Tervueren,150.0,1150.0,Brussels,Brussels,Customer 1,0,30,9,2024-11-06 15:40,2024-11-06 16:10
341,To do,Preventive-monthly-4,Performance and Load Testing,Preventive,monthly,4,3,"50,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",17.0,4/11/2024,8/11/2024,In service,Asset Description 5,Good,Avenue de Tervueren,150.0,1150.0,Brussels,Brussels,Customer 1,0,50,9,2024-11-06 16:10,2024-11-06 17:00
342,To do,Preventive-monthly-5,Documentation and Compliance Verification,Preventive,monthly,5,3,"10,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",18.0,4/11/2024,8/11/2024,In service,Asset Description 5,Good,Avenue de Tervueren,150.0,1150.0,Brussels,Brussels,Customer 1,0,10,9,2024-11-06 10:50,2024-11-06 11:00
328,To do,Preventive-monthly-1,Safety Systems Check,Preventive,monthly,1,3,"30,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",,4/11/2024,8/11/2024,In service,Asset Description 6,Good,Boulevard Lambermont,300.0,1030.0,Brussels,Brussels,Customer 2,0,30,16,2024-11-06 12:20,2024-11-06 12:50
329,To do,Preventive-monthly-2,Structural and Mechanical Inspection,Preventive,monthly,2,3,"30,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",15.0,4/11/2024,8/11/2024,In service,Asset Description 6,Good,Boulevard Lambermont,300.0,1030.0,Brussels,Brussels,Customer 2,0,30,16,2024-11-06 12:50,2024-11-06 13:20
330,To do,Preventive-monthly-3,Electrical and Control Systems Examination,Preventive,monthly,3,3,"30,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",16.0,4/11/2024,8/11/2024,In service,Asset Description 6,Good,Boulevard Lambermont,300.0,1030.0,Brussels,Brussels,Customer 2,0,30,16,2024-11-06 13:20,2024-11-06 13:50
331,To do,Preventive-monthly-4,Performance and Load Testing,Preventive,monthly,4,3,"50,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",17.0,4/11/2024,8/11/2024,In service,Asset Description 6,Good,Boulevard Lambermont,300.0,1030.0,Brussels,Brussels,Customer 2,0,50,16,2024-11-06 13:50,2024-11-06 14:40
332,To do,Preventive-monthly-5,Documentation and Compliance Verification,Preventive,monthly,5,3,"10,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",18.0,4/11/2024,8/11/2024,In service,Asset Description 6,Good,Boulevard Lambermont,300.0,1030.0,Brussels,Brussels,Customer 2,0,10,16,2024-11-06 10:45,2024-11-06 10:55
323,To do,Preventive-monthly-1,Safety Systems Check,Preventive,monthly,1,3,"30,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",,4/11/2024,8/11/2024,In service,Asset Description 7,Adequate,Rue de la Station,5.0,1080.0,Brussels,Brussels,Customer 2,0,30,9,2024-11-04 15:10,2024-11-04 15:40
324,To do,Preventive-monthly-2,Structural and Mechanical Inspection,Preventive,monthly,2,3,"30,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",15.0,4/11/2024,8/11/2024,In service,Asset Description 7,Adequate,Rue de la Station,5.0,1080.0,Brussels,Brussels,Customer 2,0,30,9,2024-11-04 15:40,2024-11-04 16:10
325,To do,Preventive-monthly-3,Electrical and Control Systems Examination,Preventive,monthly,3,3,"30,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",16.0,4/11/2024,8/11/2024,In service,Asset Description 7,Adequate,Rue de la Station,5.0,1080.0,Brussels,Brussels,Customer 2,0,30,9,2024-11-04 16:10,2024-11-04 16:40
326,To do,Preventive-monthly-4,Performance and Load Testing,Preventive,monthly,4,3,"50,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",17.0,4/11/2024,8/11/2024,In service,Asset Description 7,Adequate,Rue de la Station,5.0,1080.0,Brussels,Brussels,Customer 2,0,50,11,2024-11-05 07:00,2024-11-05 07:50
327,To do,Preventive-monthly-5,Documentation and Compliance Verification,Preventive,monthly,5,3,"10,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",18.0,4/11/2024,8/11/2024,In service,Asset Description 7,Adequate,Rue de la Station,5.0,1080.0,Brussels,Brussels,Customer 2,0,10,11,2024-11-05 07:50,2024-11-05 08:00
318,To do,Preventive-monthly-1,Safety Systems Check,Preventive,monthly,1,3,"30,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",,11/11/2024,15/11/2024,In service,Asset Description 8,Adequate,Avenue Charles Quint,25.0,1082.0,Brussels,Brussels,Customer 3,0,30,11,2024-11-06 15:10,2024-11-06 15:40
319,To do,Preventive-monthly-2,Structural and Mechanical Inspection,Preventive,monthly,2,3,"30,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",15.0,11/11/2024,15/11/2024,In service,Asset Description 8,Adequate,Avenue Charles Quint,25.0,1082.0,Brussels,Brussels,Customer 3,0,30,11,2024-11-06 15:40,2024-11-06 16:10
320,To do,Preventive-monthly-3,Electrical and Control Systems Examination,Preventive,monthly,3,3,"30,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",16.0,11/11/2024,15/11/2024,In service,Asset Description 8,Adequate,Avenue Charles Quint,25.0,1082.0,Brussels,Brussels,Customer 3,0,30,11,2024-11-06 16:10,2024-11-06 16:40
321,To do,Preventive-monthly-4,Performance and Load Testing,Preventive,monthly,4,3,"50,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",17.0,11/11/2024,15/11/2024,In service,Asset Description 8,Adequate,Avenue Charles Quint,25.0,1082.0,Brussels,Brussels,Customer 3,0,50,12,2024-11-06 07:00,2024-11-06 07:50
322,To do,Preventive-monthly-5,Documentation and Compliance Verification,Preventive,monthly,5,3,"10,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",18.0,11/11/2024,15/11/2024,In service,Asset Description 8,Adequate,Avenue Charles Quint,25.0,1082.0,Brussels,Brussels,Customer 3,0,10,11,2024-11-06 10:50,2024-11-06 11:00
313,To do,Preventive-monthly-1,Safety Systems Check,Preventive,monthly,1,3,"30,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",,4/11/2024,8/11/2024,In service,Asset Description 9,Bad,Rue de l'Église,10.0,1081.0,Brussels,Brussels,Customer 4,0,30,11,2024-11-04 07:00,2024-11-04 07:30
314,To do,Preventive-monthly-2,Structural and Mechanical Inspection,Preventive,monthly,2,3,"30,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",15.0,4/11/2024,8/11/2024,In service,Asset Description 9,Bad,Rue de l'Église,10.0,1081.0,Brussels,Brussels,Customer 4,0,30,11,2024-11-04 07:30,2024-11-04 08:00
315,To do,Preventive-monthly-3,Electrical and Control Systems Examination,Preventive,monthly,3,3,"30,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",16.0,4/11/2024,8/11/2024,In service,Asset Description 9,Bad,Rue de l'Église,10.0,1081.0,Brussels,Brussels,Customer 4,0,30,11,2024-11-04 08:00,2024-11-04 08:30
316,To do,Preventive-monthly-4,Performance and Load Testing,Preventive,monthly,4,3,"50,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",17.0,4/11/2024,8/11/2024,In service,Asset Description 9,Bad,Rue de l'Église,10.0,1081.0,Brussels,Brussels,Customer 4,0,50,11,2024-11-04 08:30,2024-11-04 09:20
317,To do,Preventive-monthly-5,Documentation and Compliance Verification,Preventive,monthly,5,3,"10,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",18.0,4/11/2024,8/11/2024,In service,Asset Description 9,Bad,Rue de l'Église,10.0,1081.0,Brussels,Brussels,Customer 4,0,10,11,2024-11-04 09:20,2024-11-04 09:30
308,To do,Preventive-monthly-1,Safety Systems Check,Preventive,monthly,1,3,"30,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",,4/11/2024,8/11/2024,In service,Asset Description 10,Adequate,Chaussée de Gand,400.0,1080.0,Brussels,Brussels,Customer 5,0,30,11,2024-11-05 08:00,2024-11-05 08:30
309,To do,Preventive-monthly-2,Structural and Mechanical Inspection,Preventive,monthly,2,3,"30,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",15.0,4/11/2024,8/11/2024,In service,Asset Description 10,Adequate,Chaussée de Gand,400.0,1080.0,Brussels,Brussels,Customer 5,0,30,11,2024-11-05 08:30,2024-11-05 09:00
310,To do,Preventive-monthly-3,Electrical and Control Systems Examination,Preventive,monthly,3,3,"30,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",16.0,4/11/2024,8/11/2024,In service,Asset Description 10,Adequate,Chaussée de Gand,400.0,1080.0,Brussels,Brussels,Customer 5,0,30,11,2024-11-05 09:00,2024-11-05 09:30
311,To do,Preventive-monthly-4,Performance and Load Testing,Preventive,monthly,4,3,"50,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",17.0,4/11/2024,8/11/2024,In service,Asset Description 10,Adequate,Chaussée de Gand,400.0,1080.0,Brussels,Brussels,Customer 5,0,50,11,2024-11-05 09:30,2024-11-05 10:20
312,To do,Preventive-monthly-5,Documentation and Compliance Verification,Preventive,monthly,5,3,"10,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",18.0,4/11/2024,8/11/2024,In service,Asset Description 10,Adequate,Chaussée de Gand,400.0,1080.0,Brussels,Brussels,Customer 5,0,10,11,2024-11-05 10:20,2024-11-05 10:30
154,To do,Corrective-Low-1,Diagnostics and Troubleshooting,Corrective,Low,1,4,"30,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,In service,Asset Description 11,Adequate,Rue de la Paix,15.0,1140.0,Brussels,Brussels,Customer 1,1,30,9,2024-11-08 14:15,2024-11-08 14:45
155,To do,Corrective-Low-2,Component Repair and Replacement,Corrective,Low,2,4,"1,0",Hours,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",8.0,,,In service,Asset Description 11,Adequate,Rue de la Paix,15.0,1140.0,Brussels,Brussels,Customer 1,1,60,9,2024-11-08 14:45,2024-11-08 15:45
156,To do,Corrective-Low-3,Control System Checks,Corrective,Low,3,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",9.0,,,In service,Asset Description 11,Adequate,Rue de la Paix,15.0,1140.0,Brussels,Brussels,Customer 1,1,5,9,2024-11-08 15:45,2024-11-08 15:50
157,To do,Corrective-Low-4,Testing and Validation,Corrective,Low,4,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",10.0,,,In service,Asset Description 11,Adequate,Rue de la Paix,15.0,1140.0,Brussels,Brussels,Customer 1,1,5,9,2024-11-08 15:50,2024-11-08 15:55
158,To do,Corrective-Low-5,Documentation and Reporting,Corrective,Low,5,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",11.0,,,In service,Asset Description 11,Adequate,Rue de la Paix,15.0,1140.0,Brussels,Brussels,Customer 1,1,5,9,2024-11-08 15:55,2024-11-08 16:00
159,To do,Corrective-Low-6,Post-Maintenance Adjustments,Corrective,Low,6,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",12.0,,,In service,Asset Description 11,Adequate,Rue de la Paix,15.0,1140.0,Brussels,Brussels,Customer 1,1,5,9,2024-11-08 16:00,2024-11-08 16:05
160,To do,Corrective-Low-7,System Cleanup and Safety Checks,Corrective,Low,7,4,"10,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",13.0,,,In service,Asset Description 11,Adequate,Rue de la Paix,15.0,1140.0,Brussels,Brussels,Customer 1,1,10,9,2024-11-08 16:05,2024-11-08 16:15
161,To do,Corrective-Low-1,Diagnostics and Troubleshooting,Corrective,Low,1,4,"30,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,In service,Asset Description 12,Good,Avenue des Cerisiers,20.0,1200.0,Brussels,Brussels,Customer 1,1,30,17,2024-11-11 15:00,2024-11-11 15:30
162,To do,Corrective-Low-2,Component Repair and Replacement,Corrective,Low,2,4,"1,0",Hours,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",8.0,,,In service,Asset Description 12,Good,Avenue des Cerisiers,20.0,1200.0,Brussels,Brussels,Customer 1,1,60,17,2024-11-11 15:30,2024-11-11 16:30
163,To do,Corrective-Low-3,Control System Checks,Corrective,Low,3,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",9.0,,,In service,Asset Description 12,Good,Avenue des Cerisiers,20.0,1200.0,Brussels,Brussels,Customer 1,1,5,17,2024-11-11 16:30,2024-11-11 16:35
164,To do,Corrective-Low-4,Testing and Validation,Corrective,Low,4,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",10.0,,,In service,Asset Description 12,Good,Avenue des Cerisiers,20.0,1200.0,Brussels,Brussels,Customer 1,1,5,17,2024-11-11 16:35,2024-11-11 16:40
165,To do,Corrective-Low-5,Documentation and Reporting,Corrective,Low,5,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",11.0,,,In service,Asset Description 12,Good,Avenue des Cerisiers,20.0,1200.0,Brussels,Brussels,Customer 1,1,5,17,2024-11-11 16:40,2024-11-11 16:45
166,To do,Corrective-Low-6,Post-Maintenance Adjustments,Corrective,Low,6,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",12.0,,,In service,Asset Description 12,Good,Avenue des Cerisiers,20.0,1200.0,Brussels,Brussels,Customer 1,1,5,17,2024-11-11 16:45,2024-11-11 16:50
167,To do,Corrective-Low-7,System Cleanup and Safety Checks,Corrective,Low,7,4,"10,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",13.0,,,In service,Asset Description 12,Good,Avenue des Cerisiers,20.0,1200.0,Brussels,Brussels,Customer 1,1,10,17,2024-11-11 16:50,2024-11-11 17:00
168,To do,Corrective-Low-1,Diagnostics and Troubleshooting,Corrective,Low,1,4,"30,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,In service,Asset Description 13,Adequate,Rue de la Station,8.0,1210.0,Brussels,Brussels,Customer 1,1,30,9,2024-11-08 16:15,2024-11-08 16:45
169,To do,Corrective-Low-2,Component Repair and Replacement,Corrective,Low,2,4,"1,0",Hours,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",8.0,,,In service,Asset Description 13,Adequate,Rue de la Station,8.0,1210.0,Brussels,Brussels,Customer 1,1,60,16,2024-11-08 07:00,2024-11-08 08:00
170,To do,Corrective-Low-3,Control System Checks,Corrective,Low,3,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",9.0,,,In service,Asset Description 13,Adequate,Rue de la Station,8.0,1210.0,Brussels,Brussels,Customer 1,1,5,9,2024-11-08 16:45,2024-11-08 16:50
171,To do,Corrective-Low-4,Testing and Validation,Corrective,Low,4,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",10.0,,,In service,Asset Description 13,Adequate,Rue de la Station,8.0,1210.0,Brussels,Brussels,Customer 1,1,5,9,2024-11-08 16:50,2024-11-08 16:55
172,To do,Corrective-Low-5,Documentation and Reporting,Corrective,Low,5,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",11.0,,,In service,Asset Description 13,Adequate,Rue de la Station,8.0,1210.0,Brussels,Brussels,Customer 1,1,5,9,2024-11-08 16:55,2024-11-08 17:00
173,To do,Corrective-Low-6,Post-Maintenance Adjustments,Corrective,Low,6,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",12.0,,,In service,Asset Description 13,Adequate,Rue de la Station,8.0,1210.0,Brussels,Brussels,Customer 1,1,5,16,2024-11-08 08:00,2024-11-08 08:05
174,To do,Corrective-Low-7,System Cleanup and Safety Checks,Corrective,Low,7,4,"10,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",13.0,,,In service,Asset Description 13,Adequate,Rue de la Station,8.0,1210.0,Brussels,Brussels,Customer 1,1,10,16,2024-11-08 08:05,2024-11-08 08:15
1337,To do,Corrective-Low-1,Diagnostics and Troubleshooting,Corrective,Low,1,4,"30,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,In service,Asset Description 14,Good,Boulevard du Souverain,100.0,1160.0,Brussels,Brussels,Customer 1,1,30,2,2024-11-12 07:00,2024-11-12 07:30
