pk_woo_id,status,operation_key,operation_description,operation_type,operation_subtype,operation_order,priority_score,duration,duration_unit,confirmed_work,confirmed_work_unit,required_skill_desc,predecessor_operation_key,order_basic_start_date,order_basic_end_date,operation_scheduled_start,operation_scheduled_end,fk_assigned_technician_id,asset_status,asset_description,asset_criticality,asset_address_street,asset_address_door,asset_address_post_code,asset_address_city,asset_address_region,customer_description,is_corrective,duration_minutes,asset_lat,asset_lng
142,To do,Corrective-Breakdown-5,Control System Reset,Corrective,Breakdown,5,1,"30,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Senior",4.0,,,,,,In service,Asset Description 2,Adequate,Avenue Louise,50.0,1050.0,Brussels,Brussels,Customer 1,1,30,50.8339962,4.3571177
143,To do,Corrective-Breakdown-6,Detailed Testing and Validation,Corrective,Breakdown,6,1,"45,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Senior",5.0,,,,,,In service,Asset Description 2,Adequate,Avenue Louise,50.0,1050.0,Brussels,Brussels,Customer 1,1,45,50.8339962,4.3571177
144,To do,Corrective-Breakdown-8,System Cleanup and Safety Checks,Corrective,Breakdown,8,1,"15,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Senior",7.0,,,,,,In service,Asset Description 2,Adequate,Avenue Louise,50.0,1050.0,Brussels,Brussels,Customer 1,1,15,50.8339962,4.3571177
145,To do,Corrective-Breakdown-10,Restore Service,Corrective,Breakdown,10,1,"15,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Senior",21.0,,,,,,In service,Asset Description 2,Adequate,Avenue Louise,50.0,1050.0,Brussels,Brussels,Customer 1,1,15,50.8339962,4.3571177
146,To do,Corrective-Breakdown-9,Documentation and Reporting,Corrective,Breakdown,9,1,"20,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Senior",20.0,,,,,,In service,Asset Description 2,Adequate,Avenue Louise,50.0,1050.0,Brussels,Brussels,Customer 1,1,20,50.8339962,4.3571177
147,To do,Corrective-Low-1,Diagnostics and Troubleshooting,Corrective,Low,1,4,"30,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,,,In service,Asset Description 3,Bad,Chaussée de Waterloo,200.0,1060.0,Brussels,Brussels,Customer 1,1,30,50.8269517,4.344999
148,To do,Corrective-Low-2,Component Repair and Replacement,Corrective,Low,2,4,"1,0",Hours,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",8.0,,,,,,In service,Asset Description 3,Bad,Chaussée de Waterloo,200.0,1060.0,Brussels,Brussels,Customer 1,1,60,50.8269517,4.344999
149,To do,Corrective-Low-3,Control System Checks,Corrective,Low,3,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",9.0,,,,,,In service,Asset Description 3,Bad,Chaussée de Waterloo,200.0,1060.0,Brussels,Brussels,Customer 1,1,5,50.8269517,4.344999
150,To do,Corrective-Low-4,Testing and Validation,Corrective,Low,4,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",10.0,,,,,,In service,Asset Description 3,Bad,Chaussée de Waterloo,200.0,1060.0,Brussels,Brussels,Customer 1,1,5,50.8269517,4.344999
151,To do,Corrective-Low-5,Documentation and Reporting,Corrective,Low,5,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",11.0,,,,,,In service,Asset Description 3,Bad,Chaussée de Waterloo,200.0,1060.0,Brussels,Brussels,Customer 1,1,5,50.8269517,4.344999
152,To do,Corrective-Low-6,Post-Maintenance Adjustments,Corrective,Low,6,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",12.0,,,,,,In service,Asset Description 3,Bad,Chaussée de Waterloo,200.0,1060.0,Brussels,Brussels,Customer 1,1,5,50.8269517,4.344999
153,To do,Corrective-Low-7,System Cleanup and Safety Checks,Corrective,Low,7,4,"10,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",13.0,,,,,,In service,Asset Description 3,Bad,Chaussée de Waterloo,200.0,1060.0,Brussels,Brussels,Customer 1,1,10,50.8269517,4.344999
333,To do,Preventive-monthly-1,Safety Systems Check,Preventive,monthly,1,3,"30,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",,4/11/2024,8/11/2024,,,,In service,Asset Description 4,Adequate,Rue Victor Hugo,100.0,1030.0,Brussels,Brussels,Customer 1,0,30,50.8509862,4.3936161
334,To do,Preventive-monthly-2,Structural and Mechanical Inspection,Preventive,monthly,2,3,"30,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",15.0,4/11/2024,8/11/2024,,,,In service,Asset Description 4,Adequate,Rue Victor Hugo,100.0,1030.0,Brussels,Brussels,Customer 1,0,30,50.8509862,4.3936161
335,To do,Preventive-monthly-3,Electrical and Control Systems Examination,Preventive,monthly,3,3,"30,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",16.0,4/11/2024,8/11/2024,,,,In service,Asset Description 4,Adequate,Rue Victor Hugo,100.0,1030.0,Brussels,Brussels,Customer 1,0,30,50.8509862,4.3936161
336,To do,Preventive-monthly-4,Performance and Load Testing,Preventive,monthly,4,3,"50,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",17.0,4/11/2024,8/11/2024,,,,In service,Asset Description 4,Adequate,Rue Victor Hugo,100.0,1030.0,Brussels,Brussels,Customer 1,0,50,50.8509862,4.3936161
337,To do,Preventive-monthly-5,Documentation and Compliance Verification,Preventive,monthly,5,3,"10,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",18.0,4/11/2024,8/11/2024,,,,In service,Asset Description 4,Adequate,Rue Victor Hugo,100.0,1030.0,Brussels,Brussels,Customer 1,0,10,50.8509862,4.3936161
338,To do,Preventive-monthly-1,Safety Systems Check,Preventive,monthly,1,3,"30,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",,4/11/2024,8/11/2024,,,,In service,Asset Description 5,Good,Avenue de Tervueren,150.0,1150.0,Brussels,Brussels,Customer 1,0,30,50.8374932,4.4093165
339,To do,Preventive-monthly-2,Structural and Mechanical Inspection,Preventive,monthly,2,3,"30,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",15.0,4/11/2024,8/11/2024,,,,In service,Asset Description 5,Good,Avenue de Tervueren,150.0,1150.0,Brussels,Brussels,Customer 1,0,30,50.8374932,4.4093165
340,To do,Preventive-monthly-3,Electrical and Control Systems Examination,Preventive,monthly,3,3,"30,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",16.0,4/11/2024,8/11/2024,,,,In service,Asset Description 5,Good,Avenue de Tervueren,150.0,1150.0,Brussels,Brussels,Customer 1,0,30,50.8374932,4.4093165
341,To do,Preventive-monthly-4,Performance and Load Testing,Preventive,monthly,4,3,"50,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",17.0,4/11/2024,8/11/2024,,,,In service,Asset Description 5,Good,Avenue de Tervueren,150.0,1150.0,Brussels,Brussels,Customer 1,0,50,50.8374932,4.4093165
342,To do,Preventive-monthly-5,Documentation and Compliance Verification,Preventive,monthly,5,3,"10,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",18.0,4/11/2024,8/11/2024,,,,In service,Asset Description 5,Good,Avenue de Tervueren,150.0,1150.0,Brussels,Brussels,Customer 1,0,10,50.8374932,4.4093165
328,To do,Preventive-monthly-1,Safety Systems Check,Preventive,monthly,1,3,"30,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",,4/11/2024,8/11/2024,,,,In service,Asset Description 6,Good,Boulevard Lambermont,300.0,1030.0,Brussels,Brussels,Customer 2,0,30,50.8752646,4.374639
329,To do,Preventive-monthly-2,Structural and Mechanical Inspection,Preventive,monthly,2,3,"30,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",15.0,4/11/2024,8/11/2024,,,,In service,Asset Description 6,Good,Boulevard Lambermont,300.0,1030.0,Brussels,Brussels,Customer 2,0,30,50.8752646,4.374639
330,To do,Preventive-monthly-3,Electrical and Control Systems Examination,Preventive,monthly,3,3,"30,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",16.0,4/11/2024,8/11/2024,,,,In service,Asset Description 6,Good,Boulevard Lambermont,300.0,1030.0,Brussels,Brussels,Customer 2,0,30,50.8752646,4.374639
331,To do,Preventive-monthly-4,Performance and Load Testing,Preventive,monthly,4,3,"50,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",17.0,4/11/2024,8/11/2024,,,,In service,Asset Description 6,Good,Boulevard Lambermont,300.0,1030.0,Brussels,Brussels,Customer 2,0,50,50.8752646,4.374639
332,To do,Preventive-monthly-5,Documentation and Compliance Verification,Preventive,monthly,5,3,"10,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",18.0,4/11/2024,8/11/2024,,,,In service,Asset Description 6,Good,Boulevard Lambermont,300.0,1030.0,Brussels,Brussels,Customer 2,0,10,50.8752646,4.374639
323,To do,Preventive-monthly-1,Safety Systems Check,Preventive,monthly,1,3,"30,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",,4/11/2024,8/11/2024,,,,In service,Asset Description 7,Adequate,Rue de la Station,5.0,1080.0,Brussels,Brussels,Customer 2,0,30,50.809699,4.3146584
324,To do,Preventive-monthly-2,Structural and Mechanical Inspection,Preventive,monthly,2,3,"30,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",15.0,4/11/2024,8/11/2024,,,,In service,Asset Description 7,Adequate,Rue de la Station,5.0,1080.0,Brussels,Brussels,Customer 2,0,30,50.809699,4.3146584
325,To do,Preventive-monthly-3,Electrical and Control Systems Examination,Preventive,monthly,3,3,"30,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",16.0,4/11/2024,8/11/2024,,,,In service,Asset Description 7,Adequate,Rue de la Station,5.0,1080.0,Brussels,Brussels,Customer 2,0,30,50.809699,4.3146584
326,To do,Preventive-monthly-4,Performance and Load Testing,Preventive,monthly,4,3,"50,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",17.0,4/11/2024,8/11/2024,,,,In service,Asset Description 7,Adequate,Rue de la Station,5.0,1080.0,Brussels,Brussels,Customer 2,0,50,50.809699,4.3146584
327,To do,Preventive-monthly-5,Documentation and Compliance Verification,Preventive,monthly,5,3,"10,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",18.0,4/11/2024,8/11/2024,,,,In service,Asset Description 7,Adequate,Rue de la Station,5.0,1080.0,Brussels,Brussels,Customer 2,0,10,50.809699,4.3146584
318,To do,Preventive-monthly-1,Safety Systems Check,Preventive,monthly,1,3,"30,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",,11/11/2024,15/11/2024,,,,In service,Asset Description 8,Adequate,Avenue Charles Quint,25.0,1082.0,Brussels,Brussels,Customer 3,0,30,50.8677376,4.3141081
319,To do,Preventive-monthly-2,Structural and Mechanical Inspection,Preventive,monthly,2,3,"30,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",15.0,11/11/2024,15/11/2024,,,,In service,Asset Description 8,Adequate,Avenue Charles Quint,25.0,1082.0,Brussels,Brussels,Customer 3,0,30,50.8677376,4.3141081
320,To do,Preventive-monthly-3,Electrical and Control Systems Examination,Preventive,monthly,3,3,"30,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",16.0,11/11/2024,15/11/2024,,,,In service,Asset Description 8,Adequate,Avenue Charles Quint,25.0,1082.0,Brussels,Brussels,Customer 3,0,30,50.8677376,4.3141081
321,To do,Preventive-monthly-4,Performance and Load Testing,Preventive,monthly,4,3,"50,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",17.0,11/11/2024,15/11/2024,,,,In service,Asset Description 8,Adequate,Avenue Charles Quint,25.0,1082.0,Brussels,Brussels,Customer 3,0,50,50.8677376,4.3141081
322,To do,Preventive-monthly-5,Documentation and Compliance Verification,Preventive,monthly,5,3,"10,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",18.0,11/11/2024,15/11/2024,,,,In service,Asset Description 8,Adequate,Avenue Charles Quint,25.0,1082.0,Brussels,Brussels,Customer 3,0,10,50.8677376,4.3141081
313,To do,Preventive-monthly-1,Safety Systems Check,Preventive,monthly,1,3,"30,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",,4/11/2024,8/11/2024,,,,In service,Asset Description 9,Bad,Rue de l'Église,10.0,1081.0,Brussels,Brussels,Customer 4,0,30,50.8640717,4.2955049
314,To do,Preventive-monthly-2,Structural and Mechanical Inspection,Preventive,monthly,2,3,"30,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",15.0,4/11/2024,8/11/2024,,,,In service,Asset Description 9,Bad,Rue de l'Église,10.0,1081.0,Brussels,Brussels,Customer 4,0,30,50.8640717,4.2955049
315,To do,Preventive-monthly-3,Electrical and Control Systems Examination,Preventive,monthly,3,3,"30,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",16.0,4/11/2024,8/11/2024,,,,In service,Asset Description 9,Bad,Rue de l'Église,10.0,1081.0,Brussels,Brussels,Customer 4,0,30,50.8640717,4.2955049
316,To do,Preventive-monthly-4,Performance and Load Testing,Preventive,monthly,4,3,"50,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",17.0,4/11/2024,8/11/2024,,,,In service,Asset Description 9,Bad,Rue de l'Église,10.0,1081.0,Brussels,Brussels,Customer 4,0,50,50.8640717,4.2955049
317,To do,Preventive-monthly-5,Documentation and Compliance Verification,Preventive,monthly,5,3,"10,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",18.0,4/11/2024,8/11/2024,,,,In service,Asset Description 9,Bad,Rue de l'Église,10.0,1081.0,Brussels,Brussels,Customer 4,0,10,50.8640717,4.2955049
308,To do,Preventive-monthly-1,Safety Systems Check,Preventive,monthly,1,3,"30,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",,4/11/2024,8/11/2024,,,,In service,Asset Description 10,Adequate,Chaussée de Gand,400.0,1080.0,Brussels,Brussels,Customer 5,0,30,50.8575911,4.3190128
309,To do,Preventive-monthly-2,Structural and Mechanical Inspection,Preventive,monthly,2,3,"30,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",15.0,4/11/2024,8/11/2024,,,,In service,Asset Description 10,Adequate,Chaussée de Gand,400.0,1080.0,Brussels,Brussels,Customer 5,0,30,50.8575911,4.3190128
310,To do,Preventive-monthly-3,Electrical and Control Systems Examination,Preventive,monthly,3,3,"30,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",16.0,4/11/2024,8/11/2024,,,,In service,Asset Description 10,Adequate,Chaussée de Gand,400.0,1080.0,Brussels,Brussels,Customer 5,0,30,50.8575911,4.3190128
311,To do,Preventive-monthly-4,Performance and Load Testing,Preventive,monthly,4,3,"50,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",17.0,4/11/2024,8/11/2024,,,,In service,Asset Description 10,Adequate,Chaussée de Gand,400.0,1080.0,Brussels,Brussels,Customer 5,0,50,50.8575911,4.3190128
312,To do,Preventive-monthly-5,Documentation and Compliance Verification,Preventive,monthly,5,3,"10,0",Minutes,"0,0",Minutes,"Inspector Junior, Inspector Senior",18.0,4/11/2024,8/11/2024,,,,In service,Asset Description 10,Adequate,Chaussée de Gand,400.0,1080.0,Brussels,Brussels,Customer 5,0,10,50.8575911,4.3190128
154,To do,Corrective-Low-1,Diagnostics and Troubleshooting,Corrective,Low,1,4,"30,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,,,In service,Asset Description 11,Adequate,Rue de la Paix,15.0,1140.0,Brussels,Brussels,Customer 1,1,30,50.8353732,4.3649054
155,To do,Corrective-Low-2,Component Repair and Replacement,Corrective,Low,2,4,"1,0",Hours,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",8.0,,,,,,In service,Asset Description 11,Adequate,Rue de la Paix,15.0,1140.0,Brussels,Brussels,Customer 1,1,60,50.8353732,4.3649054
156,To do,Corrective-Low-3,Control System Checks,Corrective,Low,3,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",9.0,,,,,,In service,Asset Description 11,Adequate,Rue de la Paix,15.0,1140.0,Brussels,Brussels,Customer 1,1,5,50.8353732,4.3649054
157,To do,Corrective-Low-4,Testing and Validation,Corrective,Low,4,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",10.0,,,,,,In service,Asset Description 11,Adequate,Rue de la Paix,15.0,1140.0,Brussels,Brussels,Customer 1,1,5,50.8353732,4.3649054
158,To do,Corrective-Low-5,Documentation and Reporting,Corrective,Low,5,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",11.0,,,,,,In service,Asset Description 11,Adequate,Rue de la Paix,15.0,1140.0,Brussels,Brussels,Customer 1,1,5,50.8353732,4.3649054
159,To do,Corrective-Low-6,Post-Maintenance Adjustments,Corrective,Low,6,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",12.0,,,,,,In service,Asset Description 11,Adequate,Rue de la Paix,15.0,1140.0,Brussels,Brussels,Customer 1,1,5,50.8353732,4.3649054
160,To do,Corrective-Low-7,System Cleanup and Safety Checks,Corrective,Low,7,4,"10,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",13.0,,,,,,In service,Asset Description 11,Adequate,Rue de la Paix,15.0,1140.0,Brussels,Brussels,Customer 1,1,10,50.8353732,4.3649054
161,To do,Corrective-Low-1,Diagnostics and Troubleshooting,Corrective,Low,1,4,"30,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,,,In service,Asset Description 12,Good,Avenue des Cerisiers,20.0,1200.0,Brussels,Brussels,Customer 1,1,30,50.8488328,4.4043201
162,To do,Corrective-Low-2,Component Repair and Replacement,Corrective,Low,2,4,"1,0",Hours,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",8.0,,,,,,In service,Asset Description 12,Good,Avenue des Cerisiers,20.0,1200.0,Brussels,Brussels,Customer 1,1,60,50.8488328,4.4043201
163,To do,Corrective-Low-3,Control System Checks,Corrective,Low,3,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",9.0,,,,,,In service,Asset Description 12,Good,Avenue des Cerisiers,20.0,1200.0,Brussels,Brussels,Customer 1,1,5,50.8488328,4.4043201
164,To do,Corrective-Low-4,Testing and Validation,Corrective,Low,4,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",10.0,,,,,,In service,Asset Description 12,Good,Avenue des Cerisiers,20.0,1200.0,Brussels,Brussels,Customer 1,1,5,50.8488328,4.4043201
165,To do,Corrective-Low-5,Documentation and Reporting,Corrective,Low,5,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",11.0,,,,,,In service,Asset Description 12,Good,Avenue des Cerisiers,20.0,1200.0,Brussels,Brussels,Customer 1,1,5,50.8488328,4.4043201
166,To do,Corrective-Low-6,Post-Maintenance Adjustments,Corrective,Low,6,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",12.0,,,,,,In service,Asset Description 12,Good,Avenue des Cerisiers,20.0,1200.0,Brussels,Brussels,Customer 1,1,5,50.8488328,4.4043201
167,To do,Corrective-Low-7,System Cleanup and Safety Checks,Corrective,Low,7,4,"10,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",13.0,,,,,,In service,Asset Description 12,Good,Avenue des Cerisiers,20.0,1200.0,Brussels,Brussels,Customer 1,1,10,50.8488328,4.4043201
168,To do,Corrective-Low-1,Diagnostics and Troubleshooting,Corrective,Low,1,4,"30,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,,,In service,Asset Description 13,Adequate,Rue de la Station,8.0,1210.0,Brussels,Brussels,Customer 1,1,30,50.8095357,4.3140439
169,To do,Corrective-Low-2,Component Repair and Replacement,Corrective,Low,2,4,"1,0",Hours,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",8.0,,,,,,In service,Asset Description 13,Adequate,Rue de la Station,8.0,1210.0,Brussels,Brussels,Customer 1,1,60,50.8095357,4.3140439
170,To do,Corrective-Low-3,Control System Checks,Corrective,Low,3,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",9.0,,,,,,In service,Asset Description 13,Adequate,Rue de la Station,8.0,1210.0,Brussels,Brussels,Customer 1,1,5,50.8095357,4.3140439
171,To do,Corrective-Low-4,Testing and Validation,Corrective,Low,4,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",10.0,,,,,,In service,Asset Description 13,Adequate,Rue de la Station,8.0,1210.0,Brussels,Brussels,Customer 1,1,5,50.8095357,4.3140439
172,To do,Corrective-Low-5,Documentation and Reporting,Corrective,Low,5,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",11.0,,,,,,In service,Asset Description 13,Adequate,Rue de la Station,8.0,1210.0,Brussels,Brussels,Customer 1,1,5,50.8095357,4.3140439
173,To do,Corrective-Low-6,Post-Maintenance Adjustments,Corrective,Low,6,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",12.0,,,,,,In service,Asset Description 13,Adequate,Rue de la Station,8.0,1210.0,Brussels,Brussels,Customer 1,1,5,50.8095357,4.3140439
174,To do,Corrective-Low-7,System Cleanup and Safety Checks,Corrective,Low,7,4,"10,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",13.0,,,,,,In service,Asset Description 13,Adequate,Rue de la Station,8.0,1210.0,Brussels,Brussels,Customer 1,1,10,50.8095357,4.3140439
1337,To do,Corrective-Low-1,Diagnostics and Troubleshooting,Corrective,Low,1,4,"30,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,,,In service,Asset Description 14,Good,Boulevard du Souverain,100.0,1160.0,Brussels,Brussels,Customer 1,1,30,50.8073482,4.4255407
1338,To do,Corrective-Low-2,Component Repair and Replacement,Corrective,Low,2,4,"1,0",Hours,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",8.0,,,,,,In service,Asset Description 14,Good,Boulevard du Souverain,100.0,1160.0,Brussels,Brussels,Customer 1,1,60,50.8073482,4.4255407
1339,To do,Corrective-Low-3,Control System Checks,Corrective,Low,3,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",9.0,,,,,,In service,Asset Description 14,Good,Boulevard du Souverain,100.0,1160.0,Brussels,Brussels,Customer 1,1,5,50.8073482,4.4255407
1340,To do,Corrective-Low-4,Testing and Validation,Corrective,Low,4,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",10.0,,,,,,In service,Asset Description 14,Good,Boulevard du Souverain,100.0,1160.0,Brussels,Brussels,Customer 1,1,5,50.8073482,4.4255407
1341,To do,Corrective-Low-5,Documentation and Reporting,Corrective,Low,5,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",11.0,,,,,,In service,Asset Description 14,Good,Boulevard du Souverain,100.0,1160.0,Brussels,Brussels,Customer 1,1,5,50.8073482,4.4255407
